Name,dt,Inf x1,L2 x1,FT x1,inf x5,L2 x5,FT x5,Inf x16,L2 x16,FT x16,Inf Q1,L2 Q1,FT Q1,inf Q3,L2 Q3,FT Q3,Inf Q5,L2 Q5,FT Q5,Inf E,L2 E,FT E
EulerMethod,0.5,1.18509102836032,1.18600473127547,0.657775399668258,1.35120477419755,1.00966230819416,1.30216947922567,1.0650305878588,0.877888160021489,1.32745921778794,1.07234096093905,0.827133940099045,1.2230054789566,1.41270577849228,1.37988053003518,0.783690165907002,1.6491440431265,1.57700214810591,1.1155941160552,0.0820227738312256,0.0302458360101764,0.0116006270046696
EulerMethod,0.25,0.700739755335182,0.553204103246995,0.818149225454298,0.618615709979813,0.349856407072285,0.361799321359433,0.29122736915142,0.267578831452442,0.096255775783682,0.289223328168914,0.229515345263972,0.304313473145372,0.565440777043799,0.449462974136218,0.710424012238743,1.50118985299929,0.951836996324506,2.71888577951421,0.04457509232901,0.0145300624565495,0.00879399750564969
EulerMethod,0.125,0.22468198520255,0.161058909467733,0.120237432392345,0.17017912431153,0.0944482056421318,0.0304206822408083,0.0894442116324595,0.0707080613828249,0.00056359168045489,0.0733953928006218,0.0582240189309496,0.0659987478911099,0.149403954999576,0.119436339499703,0.221193867838276,0.476053161737589,0.28776097969525,0.704073125938157,0.0290486449008337,0.00902282227783546,0.00199035702492201
EulerMethod,0.0625,0.0601051431637939,0.0443626291992075,0.0098016654718344,0.0460367179533095,0.0260910117925777,0.01243504863436,0.0239328933789389,0.0191626061038529,0.00124728535456946,0.0196559442697178,0.0155601117819465,0.0169030348798116,0.0412431484364776,0.0336564715697464,0.0602641404065297,0.126557720131451,0.0787578298599677,0.155141814319914,0.0233615657300018,0.00712878094151189,0.00410772099359147
EulerMethod,0.03125,0.0165930345016305,0.013165596973186,0.000851210921187561,0.0133979580586362,0.00784084206082063,0.0051719136261687,0.00670152272611157,0.00561086542609109,0.000589382976793103,0.00563163450113584,0.00447834878762897,0.0047405731730549,0.0123698246366513,0.0104566061324116,0.0183756257299387,0.0352258360398149,0.022952297463505,0.041866628233134,0.0220071770632746,0.00659955488751527,0.00352730422735603
EulerMethod,0.015625,0.00549330277322571,0.00438981660768185,7.51374666903302e-05,0.00442100129848782,0.00266160675570209,0.00173062903889886,0.00204305228778604,0.00184586049040848,0.000255412987907456,0.00177256541782951,0.00144307777411669,0.00146124175399982,0.00413795463567591,0.00368006382166491,0.00636051829258703,0.0106329401060493,0.00744885849137396,0.0129816658378635,0.0219525605866505,0.00647244883261446,0.00303910952812303
EulerMethod,0.0078125,0.00208466649449903,0.00167097167066923,1.46288132798825e-05,0.00166650486866725,0.00103222858573103,0.000611530728586277,0.000743666719536932,0.000696243775871012,0.000117363068038447,0.000626296069528115,0.000534740222728307,0.000504514424513994,0.00155937641113791,0.00146751150700496,0.00248193187885087,0.00357439591856333,0.00275357237319918,0.00457045675067985,0.0220150447635221,0.00644611973365472,0.00275499087629216
Leapfrog,0.5,1.16019984866083,1.1449450469716,0.63517620108138,1.311773710775,0.972438811763459,1.27424682391825,1.04177784810557,0.853139370510117,1.40105710462319,1.0415070134246,0.80631372973058,1.25989381568712,1.37404060773795,1.3163343503336,0.897973145371135,1.61164897836777,1.52474971572564,1.06572164450766,0.082022773831239,0.030245724776026,0.0111271365292788
Leapfrog,0.25,0.677702064721673,0.504265371071732,0.839767523668703,0.577391332853654,0.315848483888474,0.373088998059606,0.2730764352901,0.246683307072947,0.0683427879669272,0.266978614281772,0.214050890977968,0.287192413184155,0.503509120402603,0.392889607669188,0.592906152390971,1.43409293123415,0.877064456218623,2.65076312774099,0.0445750923290275,0.0145299959267571,0.0146526028171834
Leapfrog,0.125,0.200243139290253,0.132198286139992,0.107714105013486,0.14562131635435,0.0764592733996687,0.0276776334842216,0.0779877586919044,0.0595844914456762,0.00232229142695029,0.0620936413499264,0.0503658528039294,0.0570625722322355,0.116950242539133,0.0902960441006217,0.161942215549382,0.418902471297717,0.241552510393291,0.593478134034174,0.0290486449007541,0.00902281953370669,0.0034112049066557
